droneId,entityId,riskType,seconds
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652282809098","YELLOW",59
"kCIYa2D4I5PW5dKVoBkO","NAPOLI","YELLOW",83
"kCIYa2D4I5PW5dKVoBkO","AEA406","YELLOW",49
"kCIYa2D4I5PW5dKVoBkO","ADH124","YELLOW",23
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652283134068","YELLOW",80
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652282978809","YELLOW",72
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652283104248","YELLOW",56
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652282809098","ORANGE",26
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652282809098","RED",12
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652283134068","ORANGE",10
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652340976057","YELLOW",48
"kCIYa2D4I5PW5dKVoBkO","CRITICAL_ASSET_1652340976057","ORANGE",55
